id,name,property_account_receivable_id:id,property_account_payable_id:id,property_account_expense_categ_id:id,property_account_income_categ_id:id,income_currency_exchange_account_id:id,expense_currency_exchange_account_id:id,use_anglo_saxon
l10n_my,Malaysian GST And Chart Of Accounts,104001,202001,401005,300004,502003,502003,False
